sentences,bias,subjectivity,vader,flesch-kincaid
i love you ! ! !,0.21033603743,0.6,0.7249,-0.3
i miss you too,-0.09494517717,0.0,-0.1531,-3.4
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
lol that 's what i 'm talkin about,0.10484364505,0.7,0.4215,-1.8
what u mean ?,-0.0417122,0.6875,0.0,-3.8
what 's up ?,-0.0417122,0.0,0.0,-7.3
i 'll be there in <number> minutes .,-0.170820825,0.0,0.0,2.5
i don 't think so .,-0.0417122,0.0,0.0,-5.4
what 's wrong with it ?,-0.20746112369,0.9,-0.4767,-5.4
i don 't think i can handle it .,-0.47205706885,0.0,0.0,-1.8
i 'm sorry i didn 't get to see you last night,-0.19766331904,0.5333,-0.0772,-1.5
i love you ! ! !,0.21033603743,0.6,0.7249,-0.3
 that 's what i 'm talking about .,-0.0417122,0.0,0.0,-2.2
yeah i got it on my phone so i 'm not sure if it 's really good or not xx,0.5610647413,0.7444,0.4883,2.8
hope you have a great day x,1.05291014143,0.75,0.7906,-1.1
that 's what i 'm talking about .,-0.0417122,0.0,0.0,-2.2
lol i don 't even know how to spell it xd,0.0951702105,0.7,0.765,-1.9
i don 't know what to do with it . i don 't know what to say .,-0.25691045615,0.0,0.0,-3.0
i don 't even know what i 'm talking about .,-0.170820825,0.0,0.0,0.1
 i know . i 'm just sayin .,-0.170820825,0.0,0.0,-3.8
rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt rt,-0.0417122,0.0,0.0,-3.5
what 's up ?,-0.0417122,0.0,0.0,-7.3
yes  he did .,2.8827965067,0.0,0.4019,-3.8
i 'm not sure if i 'm going to be able to see it . i don 't know if i 'll be able to see it .,0.46931428134,0.713,-0.2411,0.1
i miss you too !,-0.11973623708,0.0,-0.2244,-3.4
 i know ! ! ! ! ! ! ! xx,-0.170820825,0.0,0.0,-7.3
i 'm not sure if i 'm going to be able to get tickets but i 'm not sure if i 'll be able to see it,0.28907506646,0.7569,-0.4449,5.6
yeah i 'm good . just got back from the gym . you ?,0.17556596743,0.3,0.6249,-4.2
nope .,-0.0417122,0.0,0.0,6.0
i 'm not sure if i should be able to do it  but i don 't know how to use it .,0.31317741344,0.7569,-0.1232,3.2
lmao ! ! ! ! ! !,0.21012741701,1.0,0.7243,-4.6
haha ja he,2.90258067653,0.3,0.4588,-3.8
i followed you,-0.0417122,0.0,0.0,3.3
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i don 't think i 've ever heard of it  but i think it 's a good thing . i don 't think it 's a good thing .,-0.04462335728,0.6,0.8271,-1.1
* looks at you * what ?,-0.170820825,0.0,0.0,-3.4
that 's awesome ! i love it !,0.26130896005,0.8,0.8715,0.9
f4f ?,-0.0417122,0.0,0.0,-4.6
i 'm not sure if it 's a good idea  but i think it 's a good idea .,0.41654025809,0.6963,0.6507,2.1
lmao ! ! ! ! ! ! !,0.21012741701,1.0,0.7243,-4.6
rt rt rt rt rt rt rt rt <cont> <url>,-0.0417122,0.0,0.0,-9.3
where you at ?,-0.0417122,0.0,0.0,-0.3
what you mean ?,-0.0417122,0.6875,0.0,-3.8
what time is it there ?,-0.0417122,0.0,0.0,1.7
i don 't think i 've ever heard of it  but i 'm not sure what i 've heard of it .,-0.55966456692,0.8889,-0.3491,3.2
what ? ? ? ? ? ?,-0.0417122,0.0,0.0,-4.6
i 'm <number>  you ?,-0.0417122,0.0,0.0,-3.4
yes ! ! ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
what 's wrong ?,-0.20746112369,0.9,-0.4767,-7.3
<number> . <number> . <number> . <number> . <number>,-0.0417122,0.0,0.0,7.6
i miss you too,-0.09494517717,0.0,-0.1531,-3.4
i want one ! ! ! ! ! !,1.49368397775,0.0,0.3544,-0.3
i love it ! !,0.20126104916,0.6,0.6988,-0.3
yeah  it 's like <number> degrees here .,0.15713783033,0.0,0.5719,2.5
i 'm sure you 'll be fine . i 'll let you know .,-0.00507190131,0.6944,0.4767,-3.8
i love you too .,0.17973837583,0.6,0.6369,-1.0
i know ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
what 's wrong with that ?,-0.20746112369,0.9,-0.4767,-5.4
yes ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
thank you so much ! ! ! ! !,0.15553840711,0.2,0.5673,-3.4
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
<at>,-0.0417122,0.0,0.0,-4.6
i 'm not the only one . i don 't know what to do with it .,-0.170820825,1.0,0.0,-2.2
i 'm not a fan of the game  but i don 't know what to do with it .,-0.21365755124,0.4,-0.1232,2.1
lol i 'm just sayin,0.10484364505,0.7,0.4215,-5.4
coz i have no idea what i 'm talking about lol,0.01152077717,0.7,0.1531,1.7
i love it ! ! ! !,0.21843746374,0.6,0.7482,-0.3
i 'm not going to the game .,-0.0417122,0.4,0.0,-2.2
i 'm not sure . i 'm just going to the mall .,-0.83564027627,0.8889,-0.2411,-4.2
i don 't think so . i don 't know if i should be able to see it .,0.59262789939,0.625,0.0,-3.0
 i don 't think so .,-0.0417122,0.0,0.0,-5.4
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
i want to see you ! ! !,0.80343405835,0.0,0.2905,-3.0
lmao ! ! ! ! ! !,0.21012741701,1.0,0.7243,-4.6
i think it 's cute .,-0.14040436884,1.0,0.4588,-3.0
what 's the score ?,-0.0417122,0.0,0.0,-3.4
lol . i 'm not sure if i 'm gonna be able to see it .,0.39298585678,0.738,0.2115,1.7
i don 't know  but i don 't know if i want to go to the concert or not .,0.69081561135,0.0,0.1154,2.4
i 'm so excited for you ! ! ! ! !,0.16489155594,0.75,0.5942,-0.3
i love you too,0.17973837583,0.6,0.6369,-1.0
lol i got you !,0.12354994271,0.7,0.4753,-3.4
you 're right  but i 'm not sure what 's wrong with me .,-1.01762682265,0.7749,-0.7645,-1.1
i don 't think so .,-0.0417122,0.0,0.0,-5.4
it 's a good thing . i don 't know what to do with it .,-0.01769343672,0.6,0.4404,-3.4
lol i 'm just sayin,0.10484364505,0.7,0.4215,-5.4
i know . i don 't think i can handle it . i don 't think i can handle it .,-0.429038075,0.0,0.0,-1.5
i 'm not sure .,-0.83564027627,0.8889,-0.2411,-3.4
lol  i thought you were going to be there .,-0.15337360495,0.7,0.4215,0.9
i 'm so jealous ! ! ! !,-0.27338517641,0.0,-0.6663,-3.4
thanks for the ff !,0.20783259239,0.2,0.7177,-5.8
you 're welcome,0.11781288116,0.9,0.4588,-0.3
yes  i am .,0.09802871133,0.0,0.4019,-3.8
i 'm not sure if it 's a good idea  but i 'm sure it 's a good thing .,0.2931731136,0.7444,0.4359,2.4
i 'm so excited for you ! ! ! !,0.16489155594,0.75,0.5942,-0.3
lol ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
i don 't like the lakers,0.08387729284,0.0,0.3612,-0.3
lol ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
i 'll be there in <number> minutes .,-0.170820825,0.0,0.0,2.5
i 'm not sure if it 's a good thing or not . i 'm not sure if it 's a good thing or not .,0.74964976719,0.7444,0.4359,-1.5
yes ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
jb need you vote for him  you also have the opportunity to win ipod touch <number> g  click here - & gt <url> pls rt,0.80269262399,0.4,0.8402,6.4
i 'm sure you 'll be fine !,0.01189589285,0.6944,0.5255,-2.2
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
i 'm not sure if i should be able to see it  but i don 't think i 've heard of it .,0.29257389362,0.7569,-0.1232,3.6
i 'm sorry i don 't get it,-0.06855469404,1.0,-0.0772,-3.0
i know ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
lol  i 'm just saying .,-0.28248222995,0.7,0.4215,-5.4
i love it ! ! !,0.21033603743,0.6,0.7249,-0.3
oh  i see .,-0.170820825,0.0,0.0,-3.8
it was amazing ! ! ! ! ! ! !,0.20710242092,0.9,0.7156,3.3
yes ! ! ! ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
i don 't even know what i 'm talking about,-0.170820825,0.0,0.0,0.1
i don 't like it,0.08387729284,0.0,0.3612,-3.0
<minor_speaker> <at>,-0.0417122,0.0,0.0,12.3
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
i know ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
what 's the name of that song ?,-0.0417122,0.0,0.0,-2.2
i know ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i know ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
<at>,-0.0417122,0.0,0.0,-4.6
i got it ! ! ! ! !,-0.0417122,0.0,0.0,-3.8
i think it 's a good idea . i don 't think i 've ever seen it .,-0.10378306787,0.6,0.4404,-1.8
i got you,-0.0417122,0.0,0.0,-3.8
i love you ! ! ! !,0.21843746374,0.6,0.7482,-0.3
<minor_speaker> looool ! ! ! ! ! ! !,-0.0417122,0.0,0.0,12.3
i 'm not going to lie  i 'm not going to be able to do it .,-0.0417122,0.625,0.0,0.1
 i 'm not a fan of him  but i think he 's a good player .,1.07545012407,0.6,0.5218,-0.3
i love it ! ! !,0.21033603743,0.6,0.7249,-0.3
 how are you ? x,-0.0417122,0.0,0.0,-3.4
yes  it is .,0.09802871133,0.0,0.4019,-3.8
no  i 'm not sure . i 'm going to be at the office .,-0.92127895868,0.8889,-0.4874,-1.4
<minor_speaker> i got you,-0.0417122,0.0,0.0,4.9
i don 't know . i 'll be back in a couple of weeks .,-0.170820825,0.0,0.0,-3.8
i don 't think i 've ever seen it .,-0.2353751375,0.0,0.0,-1.5
i love it ! ! !,0.21033603743,0.6,0.7249,-0.3
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
i 'm doing good  just got back from work . how are you ?,0.11141518828,0.3,0.4404,-2.6
i was just about to ask you something .,-0.0417122,0.0,0.0,1.7
<minor_speaker> i know ! ! ! ! ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,6.8
 how are you ?,-0.0417122,0.0,0.0,-0.3
nothing much  just got home . how are you ?,-0.0417122,0.2,0.0,0.1
i don 't even know where i 'm going .,-0.170820825,0.0,0.0,-1.5
it 's the best thing in the world .,0.99963355633,0.3,0.6369,-3.0
- _ _ _ _ _ -,-0.170820825,0.0,0.0,0.0
i love you !,0.19110818872,0.6,0.6696,-0.3
lol i 'm just saying . i 'm just saying . i don 't even know what i 'm talking about .,-0.1963925988,0.7,0.4215,-2.6
i want some,2.84328063896,0.0,0.0772,-3.8
i miss you too,-0.09494517717,0.0,-0.1531,-3.4
i 'm not sure if he is going to be in the same position as his contract  but he 's not going to be able to do anything .,0.68353211,0.5463,-0.1232,8.3
i love it ! ! ! ! !,0.21843746374,0.6,0.7482,-0.3
i 'm going to watch it ! ! !,-0.0417122,0.0,0.0,-3.8
aww i hope it 's not too bad for me but i can 't wait to see it xx,0.29256845163,0.6667,0.4357,1.3
i 'm not a fan of the game  but i 'm not a fan of the game .,-0.19640424143,0.4,-0.4449,1.7
i 'm sorry . i 'm just saying .,-0.45588056904,1.0,-0.0772,-5.0
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
what 's the name of it ?,-0.0417122,0.0,0.0,-2.6
i got you,-0.0417122,0.0,0.0,-3.8
- smiles and walks with you -,-0.00507190131,0.0,0.4767,-0.7
lmao ! ! ! ! ! ! !,0.21012741701,1.0,0.7243,-4.6
lol ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
it 's not that bad,0.1081468017,0.6667,0.431,-5.4
<at>,-0.0417122,0.0,0.0,-4.6
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i 'm sorry i 'm not the only one ! ! ! !,-0.29404595308,1.0,-0.3544,-0.3
i love you .,0.17973837583,0.6,0.6369,-0.3
lol ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
i love it ! ! ! ! !,0.21843746374,0.6,0.7482,-0.3
i know ! ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i don 't know  but i 'm not sure if i should be able to do it .,0.41283684307,0.7569,-0.3491,1.7
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
i love you too * smiles *,0.23902134518,0.6,0.8074,1.7
thank you !,0.10428732393,0.0,0.4199,-4.2
lol i 'm just sayin,0.10484364505,0.7,0.4215,-5.4
what 's up ?,-0.0417122,0.0,0.0,-7.3
lol i 'm not,0.10484364505,0.7,0.4215,-5.8
hope you 're having a great day !,1.05861243291,0.75,0.807,1.3
i 'm not sure if i 'm going to be able to get it  but i 'm not sure if i 'm going to be able to buy it,-0.19898693283,0.7569,-0.4449,6.3
<at>,-0.0417122,0.0,0.0,-4.6
i love it ! ! ! !,0.21843746374,0.6,0.7482,-0.3
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
that 's what i 'm talking about .,-0.0417122,0.0,0.0,-2.2
i 'm following you now,-0.0417122,0.1,0.0,-0.7
i know . i 'm not a fan of her  but i don 't really like her . i like her  but i don 't like her .,1.47569841249,0.2,0.8907,-0.3
what are you doing ?,-0.0417122,0.0,0.0,-1.0
lol . i 'm just sayin .,0.10484364505,0.7,0.4215,-5.4
where you going ?,-0.0417122,0.0,0.0,-0.3
i love it ! ! ! ! !,0.21843746374,0.6,0.7482,-0.3
i 'm glad you 're back ! ! !,0.16558695734,0.5,0.5962,-3.8
i 'm sorry i didn 't get to talk to you in a minute,-0.06855469404,1.0,-0.0772,0.5
i don 't think i 've ever heard of it .,-0.3644837625,0.0,0.0,-1.1
lol i 'm just sayin,0.10484364505,0.7,0.4215,-5.4
lol i know right ! ! !,0.02681225288,0.6179,0.5684,-3.4
i 'm sorry,-0.06855469404,1.0,-0.0772,-3.8
i 'm not sure what to say . i 'm not sure what 's going on  but i 'm not sure if it 's a good thing or not .,-0.01174960038,0.8167,0.1141,-0.7
thank you !,0.10428732393,0.0,0.4199,-4.2
i don 't think so . i don 't think i 'm going to be able to handle it .,-0.29992945,0.625,0.0,-1.5
haha i know i know ! ! ! ! ! ! ! ! !,0.04930848817,0.3,0.6331,-0.7
 i don 't know  but i 'm not sure if i should be able to use it . i 'm not sure if i should be able to use it .,0.44977338531,0.7569,-0.5975,1.7
i 'm just sayin .,-0.0417122,0.0,0.0,-5.8
i 'm sorry ! ! ! ! ! !,-0.16493732808,1.0,-0.3544,-3.8
& lt <number> & lt <number> & lt <number> & lt <number> & lt <number>,-0.0417122,0.0,0.0,-1.1
i 'm not sure if i 'm going to be able to do it .,-0.10351632161,0.7569,-0.2411,0.5
i 'm not sure . i 'm just trying to figure it out,-0.35770277777,0.8889,-0.2411,-1.4
i just got a new ipad <number> for free ! get your copy here <url>,0.15167892934,0.6273,0.5562,1.3
i love you ! ! !,0.21033603743,0.6,0.7249,-0.3
yes ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
i 'm on the phone with you,-0.0417122,0.0,0.0,-2.2
that 's what i 'm saying . i 'm not sure if i should be able to use it .,0.37659002862,0.7569,-0.2411,-1.5
lol ! ! ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
i love you ! ! !,0.21033603743,0.6,0.7249,-0.3
i love it ! ! ! !,0.21843746374,0.6,0.7482,-0.3
nothing much  just chillin . what 's up with you ?,-0.0417122,0.2,0.0,-2.2
lol ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
lmao ! ! ! ! ! !,0.21012741701,1.0,0.7243,-4.6
thank you very much ^ ^,0.08387729284,0.26,0.3612,-1.0
i love you ! ! ! ! !,0.21843746374,0.6,0.7482,-0.3
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
can 't wait to see it !,-0.429038075,0.0,0.0,-3.8
* smiles *,0.12403672369,0.0,0.4767,6.0
you 're welcome !,0.13537176651,0.9,0.5093,3.3
thank you so much ! ! ! ! ! !,0.15553840711,0.2,0.5673,-3.4
i love you ! ! ! !,0.21843746374,0.6,0.7482,-0.3
what ? ? ? ? ? ? ?,-0.0417122,0.0,0.0,-4.6
i know  but i 'm not sure if i 'm going to be able to do it .,0.11705953285,0.7569,-0.3491,1.7
i 'm sorry i didn 't get to talk to her,0.69092743197,1.0,-0.0772,-1.9
<at>,-0.0417122,0.0,0.0,-4.6
lol i 'm not going to sleep . i 'll be back in the morning,-0.02426497995,0.35,0.4215,-3.4
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i miss you too !,-0.11973623708,0.0,-0.2244,-3.4
i 'm sorry ! ! ! ! ! ! ! !,-0.16493732808,1.0,-0.3544,-3.8
it 's <number> <number> am,-0.0417122,0.0,0.0,-0.7
yes ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
i know ! ! ! ! ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i don 't know what you 're talking about,-0.170820825,0.0,0.0,-0.3
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i 'm glad to hear that . i 'm glad to hear that . i 'm glad i 'm not the only one .,-0.08525649686,1.0,0.8402,-3.4
thank you !,0.10428732393,0.0,0.4199,-4.2
i love you ! ! !,0.21033603743,0.6,0.7249,-0.3
it 's okay . i 'm not sure if it 's a good thing or not .,0.53924144455,0.663,0.4287,-3.4
i 'm not sure if i 'm going to bed . i 'll be back in a bit .,0.23207638345,0.4444,-0.2411,-3.0
lol i know right ! ! !,0.02681225288,0.6179,0.5684,-3.4
i 'm going to the <number> th one .,-0.170820825,0.0,0.0,-1.8
i 'm not sure if it 's a good thing or not,0.67993577684,0.7444,0.2354,-1.5
i don 't know  i don 't think i 've ever heard of it  but i don 't think i 've ever heard of it .,-0.325751175,0.0,0.0,4.8
i know right ! ! ! ! ! !,-0.170820825,0.5357,0.0,-3.8
i love you ! ! ! ! !,0.21843746374,0.6,0.7482,-0.3
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i know  i know . it 's so weird .,-0.27693907864,1.0,-0.3052,-4.6
yeah  it 's okay . i don 't know what to do with myself .,-0.00507190131,0.5,0.4767,-2.6
f4f ?,-0.0417122,0.0,0.0,-4.6
that 's what i 'm talking about .,-0.0417122,0.0,0.0,-2.2
i know ! ! ! ! ! ! ! ! ! xx,-0.170820825,0.0,0.0,-7.3
i know ! ! ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
what 's wrong with you ?,-0.20746112369,0.9,-0.4767,-5.4
ok  i 'll check it out . thanks for the info .,0.04645734243,0.35,0.6249,-3.0
i 'm sure you 'll be fine  i 'm sure you 'll be fine !,0.09252768518,0.6944,0.7574,0.5
hey  i just finished watching unknown at moviepoint . try googling it your self .,0.3995050105,0.6,0.0,3.3
happy birthday ! ! !,0.19416795488,1.0,0.6784,6.4
what 's the score ?,-0.0417122,0.0,0.0,-3.4
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
lol i 'm just saying .,-0.28248222995,0.7,0.4215,-5.4
what 's wrong with that ?,-0.20746112369,0.9,-0.4767,-5.4
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
hope you have a great day !,1.30265375113,0.75,0.807,0.9
i 'll be there ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-3.4
lol ! ! ! ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
i 'm not sure if it 's a good idea  but i 'm sure it 's a good thing .,0.2931731136,0.7444,0.4359,2.4
<at>,-0.0417122,0.0,0.0,-4.6
i 'm sure you 'll have a great time !,0.09732595484,0.8194,0.7712,-0.3
i didn 't even know you were on twitter lol,-0.02426497995,0.7,0.4215,1.3
i know ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
can you follow me back please ?,-0.44750833726,0.0,0.3182,0.9
oh okay  i 'll be there in about <number> minutes,-0.09213615659,0.5,0.2263,4.8
<minor_speaker> i 'm going to bed now . night night .,-0.0417122,0.0,0.0,0.9
i 'm sure he 'll be fine . i 'm sure he 'll be fine .,1.27872330838,0.6944,0.7351,-2.2
i 'm not sure if i 'm going to be there . but i 'm not sure if i 'll be able to do it .,0.33496880984,0.8009,-0.4449,-0.3
haha  i know right ? !,0.00626314151,0.4179,0.5093,-1.0
awesome ! ! ! ! !,0.21576016835,1.0,0.7405,27.3
<at>,-0.0417122,0.0,0.0,-4.6
i don 't agree with that statement .,0.08387729284,0.0,0.3612,1.3
yes ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
 thank you ! ! ! ! ! ! !,0.15553840711,0.0,0.5673,-4.2
i 'm not sure if i 'm going to be able to use it but i 'm not sure if i should be able to use it .,0.27782693131,0.7569,-0.4449,6.7
i love it ! ! ! !,0.21843746374,0.6,0.7482,-0.3
ja echt he,2.74305559537,0.0,0.0,-7.3
i don 't even know what i 'm talking about lol,-0.02426497995,0.7,0.4215,0.5
i 'm not sure if i 'm going .,0.44608933623,0.8889,-0.2411,-3.0
i just got a free pizzahut coupon ! get it before it to late ! <url>,0.16593465804,0.7,0.5972,2.5
i love it ! ! !,0.21033603743,0.6,0.7249,-0.3
i 'm not a fan  but i 'm not a fan of the game  but i don 't know how to use it .,-0.32551286643,0.4,-0.4449,4.0
where you at ?,-0.0417122,0.0,0.0,-0.3
thanks for the shoutout !,0.12956516482,0.2,0.4926,-1.0
wow . that 's cool . what time is it there ?,0.21103143883,0.825,0.7269,-2.2
i love you ! ! ! !,0.21843746374,0.6,0.7482,-0.3
i 'm not sure if it 's a good idea  but i 'm not sure if i should be able to do it .,0.56806649783,0.7507,-0.2439,4.0
what 's up ?,-0.0417122,0.0,0.0,-7.3
* nods * i know  i know . i 'm sorry .,-0.19766331904,1.0,-0.0772,-3.4
i love it ! ! ! ! !,0.21843746374,0.6,0.7482,-0.3
i hope so too ! ! ! ! ! !,2.73763438963,0.0,0.6209,-1.0
i 'm good . how are you ?,0.11141518828,0.6,0.4404,-3.8
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i don 't know what to do with it .,-0.170820825,0.0,0.0,-2.6
lol i know i 'm just sayin,-0.02426497995,0.7,0.4215,-3.4
i love you ! ! ! !,0.21843746374,0.6,0.7482,-0.3
i love you ! ! !,0.21033603743,0.6,0.7249,-0.3
i 'm not . i 'm just saying .,-0.429038075,0.0,0.0,-7.3
what 's wrong with it ?,-0.20746112369,0.9,-0.4767,-5.4
i love that song ! & lt <number>,0.19110818872,0.6,0.6696,-0.3
lol ! ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
i 'm not sure if i 'll be able to afford it . but i 'm not sure if i 'll be able to afford it .,0.37859632307,0.7569,-0.4449,0.9
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
yes ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
i love that song !,0.19110818872,0.6,0.6696,-1.0
 thank you so much ! !,0.12302839166,0.2,0.4738,-3.4
lol i 'm not . i 'm just saying,-0.28248222995,0.7,0.4215,-5.8
i 'm at the crib,-0.0417122,0.0,0.0,-5.4
lol i was just sayin,0.10484364505,0.7,0.4215,-3.0
yes ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
rt rt rt rt if you love justin bieber .,1.31893965542,0.6,0.6369,-2.6
i 'm not sure if it 's a good idea  but i 'm not sure if it 's a good thing or not .,0.59517196906,0.7444,0.4359,4.0
i don 't know . i don 't know what to do with it .,-0.170820825,0.0,0.0,-3.8
nothing much  you ? xx,-0.0417122,0.2,0.0,-3.4
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
i love you ! ! ! !,0.21843746374,0.6,0.7482,-0.3
- _ _ _ _ _ _ _ -,-0.170820825,0.0,0.0,0.0
hope you feel better soon !,2.89266469841,0.5,0.7263,1.7
<at>,-0.0417122,0.0,0.0,-4.6
i love you !,0.19110818872,0.6,0.6696,-0.3
lol i 'm not . i 'm just saying,-0.28248222995,0.7,0.4215,-5.8
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
i love it ! ! !,0.21033603743,0.6,0.7249,-0.3
i am not a fan of him but i am not a fan of him p,0.84798812107,0.0,-0.4449,0.1
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
that 's what 's up ! ! ! ! ! !,-0.0417122,0.0,0.0,-7.7
i 'm good  thanks ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,0.23251934209,0.4,0.7887,-5.8
yes ! ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
what 's wrong with it ?,-0.20746112369,0.9,-0.4767,-5.4
yes ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
<at>,-0.0417122,0.0,0.0,-4.6
i 'm sure you 'll be fine . i 'm sure you 'll be fine .,0.08477395957,0.6944,0.7351,-2.2
i know right ! ! ! ! ! ! !,-0.170820825,0.5357,0.0,-3.8
lol i know right ! ! ! ! ! !,0.04068551081,0.6179,0.6083,-3.4
i know ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i 'm not . i 'm just saying .,-0.429038075,0.0,0.0,-7.3
i know ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i 'm not sure if i should be able to do it .,0.74854252586,0.7569,-0.2411,0.9
i love you ! ! ! !,0.21843746374,0.6,0.7482,-0.3
i miss you too !,-0.11973623708,0.0,-0.2244,-3.4
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
i don 't know what to say .,-0.29992945,0.0,0.0,-3.4
i can 't wait ! ! ! ! ! !,-0.5581467,0.0,0.0,-5.8
 lol ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
i love you !,0.19110818872,0.6,0.6696,-0.3
where you at ?,-0.0417122,0.0,0.0,-0.3
i know ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i 'm not sure if i should be able to do it  but i 'm not sure if i can handle it .,0.48955420098,0.8009,-0.4449,4.8
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
cool,0.06892616274,0.65,0.3182,-4.6
i don 't think he is .,1.35108945463,0.0,0.0,-3.8
i think it 's a good idea .,-0.14680206172,0.6,0.4404,-2.2
i 'm sorry .,-0.06855469404,1.0,-0.0772,-3.8
<minor_speaker> i don 't know what to do with it . i 'm not sure if i should be able to use it .,0.1777419108,0.7569,-0.2411,1.7
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
i 'm not sure . i 'm not sure if i should be able to do it  but i 'm not sure if i can do it .,0.25888091296,0.8229,-0.5275,0.1
lol i was just thinking about it,-0.15337360495,0.7,0.4215,1.3
i love that song !,0.19110818872,0.6,0.6696,-1.0
i know ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
* jumps on you *,-0.0417122,0.0,0.0,-3.8
i know ! ! ! ! ! ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
lol i 'm just sayin,0.10484364505,0.7,0.4215,-5.4
thank you !,0.10428732393,0.0,0.4199,-4.2
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
i 'll be there in a few hours . i 'll be there in <number> minutes .,-0.170820825,0.1,0.0,0.1
i don 't think i 've ever heard of it .,-0.3644837625,0.0,0.0,-1.1
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - *,-0.170820825,0.0,0.0,0.0
lol ! ! ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
i know ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
