sentences,bias,subjectivity,vader,flesch-kincaid
 i can 't wait ! ! ! !,-0.5581467,0.0,0.0,-5.8
* hugs *,0.13001717573,0.0,0.4939,-4.6
lmaoooooooooo u dnt like it,0.08387729284,0.0,0.3612,-3.0
i don 't know how to do it ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-3.0
thank you ! ! !,0.14010049603,0.0,0.5229,-4.2
thanks for the link . i 'll check it out .,-0.01769343672,0.2,0.4404,-4.6
i 'm good . how are you ?,0.11141518828,0.6,0.4404,-3.8
o . o,-0.0417122,0.0,0.0,-4.2
i don 't know what she is .,1.02312852381,0.0,0.0,-3.4
yay ! ! ! ! ! ! ! ! !,0.19388979432,0.0,0.6776,-4.6
awwwww ! ! ! ! ! !,-0.0417122,0.0,0.0,-4.6
that 's cool ! ! ! ! ! ! ! ! ! ! ! ! !,0.14514215618,0.65,0.5374,-7.3
i don 't know  but i 'm not sure what to do with it .,-0.48586607687,0.8889,-0.3491,-0.7
- _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ -,-0.170820825,0.0,0.0,0.0
 i 'm fine thank you  how are you,0.13582377742,0.5,0.5106,-0.7
where you at ?,-0.0417122,0.0,0.0,-0.3
you are welcome,0.11781288116,0.9,0.4588,3.3
where u at ?,-0.0417122,0.0,0.0,-0.3
what the hell are you talking about ?,-0.27842683656,0.0,-0.6808,2.5
thank you so much !,0.10428732393,0.2,0.4199,-3.4
that 's what 's up ! ! ! ! ! ! ! ! ! !,-0.0417122,0.0,0.0,-7.7
well i 'm sure u will find a way to do it,-0.02456028961,0.8889,0.5267,-0.3
i didn 't get the chance to go to the hospital  but i 'm not sure if i 'll be able to get it .,0.18279196661,0.7569,-0.2366,5.6
lol ! ! ! ! ! ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
yes it is,0.09802871133,0.0,0.4019,-3.8
happy easter to you too !,0.17087200798,1.0,0.6114,1.7
lol i know .,-0.02426497995,0.7,0.4215,-3.8
thanks for the heads up !,0.12956516482,0.2,0.4926,-3.0
i don 't know what you 're talking about . i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
no  i don 't know . i just don 't know what to say . i don 't know what to do with it .,-0.35982986335,0.0,-0.296,-3.4
me too ! ! !,-0.0417122,0.0,0.0,-4.2
oh ok,0.0612072072,0.5,0.296,-4.2
i don 't know ! ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-5.8
what is it ?,-0.0417122,0.0,0.0,-3.8
i 'm going to bed at <number> . i have to go to bed at <number> .,-0.0417122,0.0,0.0,-1.1
yeah  it was amazing  i loved it !,0.26443826635,0.85,0.8805,2.5
lol i just got a new call of duty for free ! get yours before it 's too late <url>,0.709647375,0.6386,0.75,-0.3
awww thank you ! & lt <number> xx,0.10428732393,0.0,0.4199,-5.0
i 'm sorry  i didn 't mean to upset you  i 'm sorry  i didn 't mean to upset you .,-0.28520700021,0.8438,-0.7003,2.8
i love you .,0.17973837583,0.6,0.6369,-0.3
oh my god . i 'm so sorry . i hope you 're having a good day .,0.52053618103,0.8,0.764,-1.8
 <at>,-0.0417122,0.0,0.0,-4.6
i think i 'm going to go to the royal wedding next week .,-0.29992945,0.0,0.0,0.1
 i 'm not sure what it is but i think it 's cute .,-0.26100697201,0.9444,0.5452,0.1
 haha well i 'm sure it 'll be worth it if you don 't get it p x,0.68002605182,0.4296,0.8074,0.9
happy easter to you too ^ ^,0.15713783033,1.0,0.5719,1.7
that 's what i 'm talking about .,-0.0417122,0.0,0.0,-2.2
lmao ! ! ! ! ! ! ! ! ! ! ! !,0.21012741701,1.0,0.7243,-4.6
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i don 't know yet .,-0.170820825,0.0,0.0,-5.4
i 'm not sure if i 'm going to be able to see it .,0.28380955339,0.7569,-0.2411,0.5
lol ! ! ! ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
ik zou het niet meer .,-0.0417122,0.0,0.0,-3.0
yes ! ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
that 's what i 'm talking about ! ! !,-0.0417122,0.0,0.0,-2.2
good luck with that ! ! !,0.73193168369,0.6,0.7767,-3.4
i want to see it ! ! ! ! ! ! ! ! ! !,0.82565213308,0.0,0.3544,-3.0
yeah i agree with u . but i think it 's a good thing to be honest .,0.01028911454,0.75,0.8922,-0.7
i know  i was just thinking the same thing .,-0.2353751375,0.125,0.0,0.9
thanks for the heads up,0.11141518828,0.2,0.4404,-3.0
 i 'm so excited ! ! ! !,0.16489155594,0.75,0.5942,-1.0
thank you for the rt !,0.10428732393,0.0,0.4199,-5.4
 lol yea i did,0.10484364505,0.7,0.4215,-3.4
thank you ! i 'm glad you like it !,0.24399346519,1.0,0.8217,-1.8
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
 i 'm going to see harry potter tonight . i 'm going to see harry potter .,-0.170820825,0.0,0.0,0.1
yes  i agree with you .,0.17973837583,0.0,0.6369,-0.7
awwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,-0.0417122,0.0,0.0,-4.6
yesssssssss ! ! ! !,-0.0417122,0.0,0.0,-4.6
<minor_speaker> lol ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,12.3
* moaning softly and pulls you closer to me *,-0.07742106189,0.35,-0.1027,1.7
<number> <number> pm,-0.0417122,0.0,0.0,-0.3
that 's what i 'm talking about !,-0.0417122,0.0,0.0,-2.2
the keyboard ?,-0.0417122,0.0,0.0,1.7
you 're welcome !,0.13537176651,0.9,0.5093,3.3
<at>,-0.0417122,0.0,0.0,-4.6
thank you ! ! !,0.14010049603,0.0,0.5229,-4.2
i 'm on my way home now ! ! ! !,-0.429038075,0.0,0.0,-2.2
you guys are going to have a blast !,-0.0417122,0.0,0.0,0.5
right here ! ! ! ! ! ! ! ! ! ! !,-0.0417122,0.5357,0.0,1.7
if you don 't like the new one  i think it 's a new one .,0.62233831,0.4545,0.3612,2.1
yes he is .,2.8827965067,0.0,0.4019,-3.8
i don 't know what i 'm talking about .,-0.170820825,0.0,0.0,-1.5
so what are you up to ?,-0.0417122,0.0,0.0,-0.3
 i 'm not going to do that  but i 'm not sure if i 'll be able to find it .,0.10062425818,0.7569,-0.3491,2.8
oh i see . well i 'm glad you like it !,0.1017765238,1.0,0.784,-3.0
thank you so much for the kind words ! i hope you have a great day !,0.96412002929,0.6167,0.9258,-1.1
"""hey  i just finished watching it . look into googling """" moviepoint """" if you are interested in watching it online for free .""",0.54551693683,0.65,0.7184,6.0
what is it ?,-0.0417122,0.0,0.0,-3.8
i 'm sure he 'll find a way to do it .,0.66242624045,0.8889,0.3182,-1.9
 <url>,-0.0417122,0.0,0.0,-4.6
what do you want ?,0.75391851904,0.0,0.0772,-3.4
what happened to you ?,-0.0417122,0.0,0.0,2.5
i 'm so excited ! ! ! ! ! ! ! ! ! ! !,0.16489155594,0.75,0.5942,-1.0
i 'm glad i 'm not the only one ! lol,0.08171419341,0.9,0.7263,-1.1
if you need a job  try out tinyurl . com baby930 i got it there for free !,2.11795319809,0.8,0.5562,0.5
its ok,0.0612072072,0.5,0.296,-4.2
i 'm sure you 'll find a way to get a new one .,-0.09245961851,0.6717,0.3182,0.1
noooooo ! ! ! ! ! !,-0.0417122,0.0,0.0,-4.6
that 's crazy ! ! ! ! ! ! ! ! ! !,-0.23385160682,0.9,-0.5526,-3.8
i don 't even know what you 're talking about .,-0.170820825,0.0,0.0,1.3
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
lol why ?,0.10484364505,0.7,0.4215,-4.2
i know ! ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
<url> - mail me at nicehornygirl at hotmail . com i got lots of sexy pics i am just dying to show off .,0.61313476094,1.0,0.5267,2.5
if you don 't mind me asking .,1.42356109301,0.0,0.0,-2.2
i don 't know what she was talking about .,0.75743510679,0.0,0.0,-0.3
i don 't know yet . but i 'm sure it 'll be a good day,0.09979462981,0.7444,0.7783,-3.4
where are you ?,-0.0417122,0.0,0.0,3.3
lol ! ! ! ! ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
 what 's wrong with you ?,-0.20746112369,0.9,-0.4767,-5.4
do you know ? you can get paid from wirless bills and legally get your cell service like me  call <number> - <number> - <number>,-0.21135637422,0.2,0.4404,4.0
what are you writing about ?,-0.0417122,0.0,0.0,2.9
lmfao ! ! !,0.18676192997,0.0,0.6571,-4.6
 i 'm pretty sure it was  but i 'm not sure if it 's a good idea .,0.76613230631,0.8444,0.8608,2.8
i 'm not sure if i 'm going to go to college or not . i don 't know if i 'm going to college,0.21017886705,0.8889,-0.2411,-0.3
wkwkwkwk rt <at>,-0.0417122,0.0,0.0,-10.9
<at>,-0.0417122,0.0,0.0,-4.6
hey !,-0.0417122,0.0,0.0,-4.6
i 'm sure you 'll be fine . i 'm sure you 'll be fine .,0.08477395957,0.6944,0.7351,-2.2
ja he !,4.13585725,0.0,0.0,-4.2
lol i 'm just being honest,0.21103143883,0.8,0.7269,-2.6
did you get my text ?,-0.429038075,0.0,0.0,-3.0
i 'm good thank you ! how are you ?,0.198201283,0.6,0.69,-3.4
 i 'm not going to school tomorrow,-0.0417122,0.0,0.0,-1.1
i hope you 're having a great day ! ! !,1.53031272693,0.75,0.8349,0.5
<url> - mail me at nicehornygirl at hotmail . com i got sexy pics i am just dying to show off .,0.45874461919,1.0,0.5267,2.1
i love it ! ! !,0.21033603743,0.6,0.7249,-0.3
i hope you 're feeling better .,2.49506690783,0.5,0.743,2.1
i don 't know where i 'm going,-0.170820825,0.0,0.0,-3.0
hey  i just found out that you can get a free ipad <number> on <url>  hurry up and get yours too !,-0.27866593951,0.8,0.5562,4.4
how do you get a tattoo on your head ? i can 't find it .,-0.47205706885,0.0,0.0,-2.2
oh cool ! ! ! ! ! ! ! ! ! !,0.14514215618,0.65,0.5374,-4.2
what are you referring to ?,-0.0417122,0.0,0.0,2.9
hey  i just got a new call of duty for free ! get yours before it 's too late <url>,0.64226297934,0.6182,0.5562,-0.3
i 'm trying to figure out how to work it out .,0.4798306405,0.0,0.0,0.5
me too ! ! ! ! !,-0.0417122,0.0,0.0,-4.2
i got you,-0.0417122,0.0,0.0,-3.8
haha i know ! ! ! ! ! ! ! ! !,0.04930848817,0.3,0.6331,-0.3
yeah it is,0.0612072072,0.0,0.296,-3.8
lol ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
<at>,-0.0417122,0.0,0.0,-4.6
you know what i mean .,-0.170820825,0.6875,0.0,-3.0
thanks for the mention !,0.12956516482,0.2,0.4926,-1.0
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
i miss you,-0.09494517717,0.0,-0.1531,-3.8
lol u know what i 'm talking about .,-0.02426497995,0.7,0.4215,-0.7
yayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayaya@@,-0.0417122,0.0,0.0,-4.6
yup yup yup yup yup,-0.0417122,0.0,0.0,-3.0
he 's not a knicks fan . he 's the best player in the league .,2.00298161334,0.3,0.5003,-3.4
thank you so much ! ! !,0.14010049603,0.2,0.5229,-3.4
yummy ! ! !,0.18283291206,0.0,0.6458,6.0
oh i see . well i hope it 's not too late .,1.06749477368,0.6,0.6124,-1.8
what are you talking about ?,-0.0417122,0.0,0.0,2.9
<at>,-0.0417122,0.0,0.0,-4.6
i love that song ! ! ! ! ! ! !,0.21843746374,0.6,0.7482,-1.0
i don 't even know what she 's talking about .,0.75743510679,0.0,0.0,0.1
he has a lot of potential . he has a lot of potential .,1.73000204668,1.0,0.0,0.9
 i 'm so tired ! ! ! ! ! !,-0.26959523878,0.7,-0.6554,-3.4
yesssssssss,-0.0417122,0.0,0.0,-4.6
ayee ! ! !,-0.0417122,0.0,0.0,-4.6
 i love you too !,0.19110818872,0.6,0.6696,-1.0
 i 'm not sure if it 's true or not  but i think it 's a good idea .,0.70184033285,0.713,0.645,2.1
if you don 't know what you 're talking about .,0.854562865,0.0,0.0,0.1
i 'm sure he 'll do it .,1.13376688655,0.8889,0.3182,-3.4
awesome ! ! !,0.20734581141,1.0,0.7163,27.3
can 't wait to see the new book !,-0.429038075,0.4545,0.0,-3.0
thank you so much !,0.10428732393,0.2,0.4199,-3.4
yea i 'm bout to send it to you,-0.0417122,0.0,0.0,-2.6
i 'm about to go to sleep .,-0.0417122,0.0,0.0,-2.2
i 've heard of it  it 's pretty weird .,0.27111535534,1.0,0.3612,-1.5
he 's not the only one . lol,1.36853667468,0.85,0.4215,-1.1
i know  i was like wtf ? ! ! ! ! ! ! ! xx,-0.35767518118,1.0,-0.5374,-3.4
rt temen  temen  temen  temen  temen  temen  temen  temen  temen  temen  temen  temen .,-0.0417122,0.0,0.0,9.5
if you don 't know what you 're doing  i 'm sure it 'll be a good thing .,0.62074308247,0.7444,0.6369,0.9
what 's the name of the song ?,-0.0417122,0.0,0.0,-2.2
 <at>,-0.0417122,0.0,0.0,-4.6
- _ _ _ -,-0.170820825,0.0,0.0,0.0
thank you ! ! ! ! ! ! !,0.15553840711,0.0,0.5673,-4.2
lol  i 'm bout to go get some food .,0.2281901977,0.7,0.4215,-1.5
- dances with you -,-0.170820825,0.0,0.0,-0.3
you guys are the best !,1.33861718872,0.3,0.6696,-0.7
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
where are you going ?,-0.0417122,0.0,0.0,2.5
he 's the only one who thinks he 's going to go .,1.41411732385,1.0,0.0,-0.3
me too ! ! !,-0.0417122,0.0,0.0,-4.2
oh god  what are you talking about ?,0.05327963124,0.0,0.2732,2.5
lol . i dnt think so . i dnt think so .,0.10484364505,0.7,0.4215,-5.8
you know what i 'm talking about .,-0.170820825,0.0,0.0,-1.1
* rolls eyes *,-0.0417122,0.0,0.0,-4.2
yeah i 'm in the middle of the year,0.0612072072,0.0,0.296,-1.5
thank you !,0.10428732393,0.0,0.4199,-4.2
do you have a bike ?,-0.0417122,0.0,0.0,1.7
if you 're not going to do it  i 'm sure you 'll find it .,0.58687503567,0.8889,0.3182,-0.3
that 's a good idea ! ! ! ! ! ! !,0.17417516463,0.6,0.6209,-3.0
that 's what i 'm talking about .,-0.0417122,0.0,0.0,-2.2
lol i know ! ! ! ! ! ! !,0.04068551081,0.7,0.6083,-3.8
that 's exactly what i was thinking ! ! ! ! ! ! ! ! !,-0.29992945,0.25,0.0,1.3
yes  i do  but i don 't know how to use it .,-0.09627379492,0.0,0.2144,-0.3
hahahaa ! ! ! ! ! ! ! ! ! ! !,-0.0417122,0.0,0.0,16.7
what time you performing tonight ?,-0.0417122,0.0,0.0,5.2
* looks at you * i 'm sorry .,-0.19766331904,1.0,-0.0772,-2.6
that 's what i 'm saying .,-0.429038075,0.0,0.0,-6.2
i love you,0.17973837583,0.6,0.6369,-0.3
that 's what i thought ! ! ! ! ! ! !,-0.0417122,0.0,0.0,-5.4
"""hey  i just finished watching it . look into googling """" moviepoint """" if you are interested in watching it online for free .""",0.54551693683,0.65,0.7184,6.0
they don 't know the truth . they don 't know what they 're talking about .,1.63666704274,0.0,0.3182,-2.2
haha  i 'm sure it 'll be fine  i 'm sure it 'll be fine .,0.12406413867,0.6156,0.8481,2.1
yes ! ! ! xxxx,0.15084444766,0.0,0.5538,-8.9
did you see the video ?,-0.170820825,0.0,0.0,-0.7
i 'm glad you enjoyed it . i 'm glad you enjoyed it .,0.27532129826,0.85,0.9118,-2.6
lmfao ! ! ! ! ! & lt <number>,0.19736680132,0.0,0.6876,-3.8
oh my god ! ! ! ! ! ! ! ! ! ! !,-0.25334491129,0.0,0.5053,-3.8
 i love you ! ! !,0.21033603743,0.6,0.7249,-0.3
what are you talking about ?,-0.0417122,0.0,0.0,2.9
yes  but i don 't know if i can accelerate it .,0.44847410429,0.0,0.2144,1.7
what ? ! ? !,-0.0417122,0.0,0.0,-4.6
welcome to the world !,0.13537176651,0.9,0.5093,2.5
i 'm sure she will .,1.61084531774,0.8889,0.3182,-3.0
yessss ! ! ! ! ! ! ! ! ! ! ! !,-0.0417122,0.0,0.0,-4.6
no i 'm not ! ! ! ! ! !,-0.22307288512,0.0,-0.5216,-5.8
do you think you can escape me ? i can help you . <url>,-0.32336929131,0.0,0.5267,-0.3
that 's what i 'm talking about !,-0.0417122,0.0,0.0,-2.2
 i 'm sure you 'll find a way to find out .,-1.62976617203,0.8889,0.3182,-1.9
<at>,-0.0417122,0.0,0.0,-4.6
o _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ t,-0.0417122,0.0,0.0,-8.9
* laughs *,0.13001717573,0.0,0.4939,-4.6
<at>,-0.0417122,0.0,0.0,-4.6
 i 'm so happy for you !,0.18318061276,1.0,0.6468,-2.6
it was the first time i read it .,1.90194105,0.3333,0.0,-0.7
yay ! ! ! ! ! ! ! ! ! ! ! !,0.19388979432,0.0,0.6776,-4.6
i don 't think so . i was just thinking about it lol,-0.15337360495,0.7,0.4215,-1.4
 i know ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
same here . i just got back from school . i miss you too .,-0.09494517717,0.0625,-0.1531,-0.3
lol i 'm sure you will ! ! !,0.07823718641,0.7944,0.7163,-2.6
<at>,-0.0417122,0.0,0.0,-4.6
<at>,-0.0417122,0.0,0.0,-4.6
thanks ! how are you ?,0.12956516482,0.2,0.4926,-1.0
why not ?,-0.0417122,0.0,0.0,-4.2
you know what ?,-0.170820825,0.0,0.0,-3.8
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
idk lol,0.076506038,0.7,0.34,-4.2
hey  i 'm fine  thanks . how are you ?,0.15713783033,0.35,0.5719,-2.2
i know ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
ewww . i 'm not a fan . i don 't know if i can handle it .,0.04195358246,0.0,-0.2411,-3.4
i know ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
mee tooo & lt <number>,-0.0417122,0.0,0.0,-3.4
yes i am ! ! ! ! ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-3.8
please follow me  i love you so much & lt <number>,0.22181016053,0.4,0.7579,2.5
it 's been a while since i 've been out of it .,-0.0417122,0.0,0.0,0.9
you are the best ! ! ! !,1.65282371374,0.3,0.7482,-1.0
haha i know . he 's just like me . i don 't know how to explain it .,0.61960025898,0.3,0.6705,-1.8
lol i didn 't get it .,0.10484364505,0.7,0.4215,-3.8
i don 't know what you 're talking about .,-0.170820825,0.0,0.0,-0.3
i can 't wait ! ! ! ! ! ! ! !,-0.5581467,0.0,0.0,-5.8
d & lt <number>,-0.0417122,0.0,0.0,-7.3
<at>,-0.0417122,0.0,0.0,-4.6
 i 'm sorry . i 'm sorry .,-0.09494517717,1.0,-0.1531,-3.8
have a great day !,0.18735302116,0.75,0.6588,-1.0
i love you too !,0.19110818872,0.6,0.6696,-1.0
what are you talking about ?,-0.0417122,0.0,0.0,2.9
good day ! ! !,0.16085822782,0.6,0.5826,-4.2
yeah i know  it 's so annoying . i don 't want to go to school anymore . i don 't want to go to school anymore .,-0.10496351332,0.9,-0.1757,-0.7
loved it ! loved the new episode ! loved it !,0.2806063489,0.7136,0.927,6.4
i 'm not sure if i can make it or not .,0.66918674329,0.8889,-0.2411,0.5
oh i see . well i hope you have a good day .,1.03402414836,0.6,0.7845,-0.7
i 'm glad you liked it .,0.20178260021,0.9,0.7003,-2.6
i 'm not going to do it !,-0.0417122,0.0,0.0,-3.4
yeah  i know . i was just thinking the same thing .,-0.1324557303,0.125,0.296,-0.7
i dont want to go to school . but i dont want to go to school .,0.02726304109,0.0,-0.1139,-2.2
are you going to the concert ?,-0.0417122,0.0,0.0,0.9
"""hey  i just finished watching it . look into googling """" moviepoint """" if you are interested in watching it online for free""",0.54551693683,0.65,0.7184,6.0
i dont know what you guys talking about .,-0.170820825,0.0,0.0,0.5
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
what time is it ?,-0.0417122,0.0,0.0,-1.0
 i 'm not sure what you 're talking about .,-0.83564027627,0.8889,-0.2411,0.9
haha ja he !,2.92013956188,0.3,0.5093,-0.3
lmao ! ! ! ! ! ! ! !,0.21012741701,1.0,0.7243,-4.6
well i 'm not the only one who thinks i 'm the only one who thinks i 'm the only one who thinks i 'm the only one who thinks i 'm gay lol,-0.04849865657,0.8806,0.5994,9.5
that 's what i 'm saying .,-0.429038075,0.0,0.0,-6.2
thanks for the ff !,0.20783259239,0.2,0.7177,-5.8
hey ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,-0.0417122,0.0,0.0,-4.6
i don 't think he 's going to be able to handle it .,0.65427087037,0.625,0.0,0.1
i love you too .,0.17973837583,0.6,0.6369,-1.0
i 'm sure it 'll be worth it .,0.00090855073,0.4944,0.4939,-3.0
i know ! ! ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
well  i 'm not going to do that .,0.05327963124,0.0,0.2732,-3.0
hahaha  why ?,0.15209617018,0.4,0.5574,6.4
that 's what i 'm talking about .,-0.0417122,0.0,0.0,-2.2
awww i love you so much & lt <number>,0.17973837583,0.4,0.6369,-0.7
<at>,-0.0417122,0.0,0.0,-4.6
i hope so too ! ! ! ! ! !,2.73763438963,0.0,0.6209,-1.0
i know ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i 'm bout to go to the gym .,-0.0417122,0.0,0.0,-3.0
jajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaja,-0.0417122,0.0,0.0,983.1
okaaay i 'll do it xx,-0.170820825,0.0,0.0,-3.8
haha i love england too ! ! ! ! ! ! ! ! !,0.25536327808,0.45,0.8544,2.9
i love you too xxxxxxxxxx,0.17973837583,0.6,0.6369,-3.0
 i love you too,0.17973837583,0.6,0.6369,-1.0
don 't worry about it  i 'm sure you 'll be fine .,-0.15287946888,0.6944,0.0516,0.9
looool ! ! ! ! ! ! ! ! ! !,-0.0417122,0.0,0.0,-4.6
what ? ? ? ? ? ? ? ?,-0.0417122,0.0,0.0,-4.6
i love it !,0.19110818872,0.6,0.6696,-0.3
no i 'm not ! ! ! !,-0.22307288512,0.0,-0.5216,-5.8
what are you talking about ?,-0.0417122,0.0,0.0,2.9
i knowww ! ! ! ! ! ! !,-0.0417122,0.0,0.0,-4.2
haha i don 't know  i just don 't like it .,0.06231249435,0.3,0.6705,-0.7
yes ! ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
i 'll send it to you,-0.170820825,0.0,0.0,-3.8
heeeeelllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll,-0.0417122,0.0,0.0,-4.6
how do you know ? <at>,-0.170820825,0.0,0.0,-3.0
i agree with you on that .,0.08387729284,0.0,0.3612,-0.3
what ? !,-0.0417122,0.0,0.0,-4.6
awwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,-0.0417122,0.0,0.0,-4.6
thank you so much for the kind words .,0.20501621672,0.55,0.7096,-1.8
what 's the score ?,-0.0417122,0.0,0.0,-3.4
no  i 'm not sure . i 'm not sure if it 's a good thing or not .,0.07157491659,0.7926,-0.3013,-3.0
i 've been good . how about you ?,0.11141518828,0.6,0.4404,-2.6
i hope you have a great day !,1.70415555791,0.75,0.807,1.3
lol ! ! ! ! ! ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
i 'm sure it will be fun ! ! ! ! ! ! !,0.09906445834,0.5444,0.7762,-2.2
i 'm fine thanks ! how are you ?,0.17087200798,0.35,0.6114,-2.6
that 's what i 'm saying .,-0.429038075,0.0,0.0,-6.2
lol ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,0.16979413581,0.7,0.6083,-4.6
i 'm going to bed at <number> am . i 'll be back in about <number> hours .,-0.170820825,0.0,0.0,-0.7
what 's the name of it ?,-0.0417122,0.0,0.0,-2.6
lol yeah it was pretty good ! ! ! ! ! ! !,1.03940402097,0.7667,0.9056,-0.3
 i know ! ! ! ! ! ! ! !,-0.170820825,0.0,0.0,-4.2
i think it will be a lot more interesting . i think it will be a lot more interesting .,0.51542405464,0.5,0.7172,3.3
i can 't wait ! ! ! ! ! ! !,-0.5581467,0.0,0.0,-5.8
 i 'm so excited ! ! ! !,0.16489155594,0.75,0.5942,-1.0
that 's what i 'm talking about .,-0.0417122,0.0,0.0,-2.2
i 'm sure he will .,1.61084531774,0.8889,0.3182,-3.0
yes ! ! ! ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
lmao ! ! ! ! ! ! ! !,0.21012741701,1.0,0.7243,-4.6
that 's cool ! how old are you ?,0.09048360614,0.425,0.3802,-3.8
"""hey  i just finished watching it . look into googling """" moviepoint """" if you are interested in watching it online for free .""",0.54551693683,0.65,0.7184,6.0
yeah i know . i 'm just gonna have to wait until i get home .,-0.0679014178,0.0,0.296,0.1
<minor_speaker> what is the point ?,-0.0417122,0.0,0.0,2.9
lol i see u got a good day,0.06937081856,0.65,0.6908,-1.8
awww ! ! ! ! ! ! ! ! ! ! !,-0.0417122,0.0,0.0,-4.6
how much is it ?,-0.0417122,0.2,0.0,-3.4
lol i know but i need to find a way to get it,0.27835785417,0.7,0.2263,0.1
what 's the link ?,-0.0417122,0.0,0.0,-5.8
i agree  but i think it 's a great idea . i think it would be a good idea .,0.08924270716,0.675,0.9052,-0.3
thanks for the rt !,0.12956516482,0.2,0.4926,-5.8
lol why ?,0.10484364505,0.7,0.4215,-4.2
thank you ! ! ! ! ! ! !,0.15553840711,0.0,0.5673,-4.2
i agree with you !,0.10428732393,0.0,0.4199,-1.0
 hey ! ! ! ! ! ! ! ! ! ! !,-0.0417122,0.0,0.0,-4.6
yes ! ! ! ! ! ! ! ! !,0.16520448657,0.0,0.5951,-4.6
i know  but i don 't know what to do with it .,-0.170820825,0.0,0.0,-1.5
yeah  i 'm sure he will .,1.41053891924,0.8889,0.5423,-2.6
awww that 's so cute ! hope he 's ok !,2.91994051068,0.75,0.8698,-3.4
i 'm not the only one ! ! !,-0.170820825,1.0,0.0,-0.3
yeah  i agree with you  but i don 't agree with that .,0.19500243656,0.0,0.6808,0.9
me too ! ! !,-0.0417122,0.0,0.0,-4.2
<number> <number>,-0.0417122,0.0,0.0,6.4
that 's cool . i need to find a place to find out .,-1.18724804522,0.65,0.3182,-2.6
i know right ! ! ! ! ! ! ! ! ! !,-0.170820825,0.5357,0.0,-3.8
i 'm sorry ! ! !,-0.14271925335,1.0,-0.2905,-3.8
i don 't get it . i don 't know how to do it .,-0.170820825,0.0,0.0,-3.8
i love you too !,0.19110818872,0.6,0.6696,-1.0
you 're the only one that doesn 't like me .,-0.04523133216,1.0,0.3612,1.3
waaat ?,-0.0417122,0.0,0.0,-4.6
